course_name,course_credits,course_uni,course_location,application_status,initial_tuition_fee,total_tuition_fee,period,course_dates,level,language_of_instruction,application_code,teaching_form,meetings,pace_of_study,instructional_time,location,subject_areas,top_level_subjects,course_starts,link
Linguistic Typology,7.5,Stockholm University,Varied,Closed for late application,14375,14375,Autumn 2023 Period 2,30 Oct - 14 Jan,Master's,English,SU-20025,"Course, Distance",0,Half-time,Daytime,Varied,Linguistics,Humanities,,https://sisu.it.su.se/search/info/LIM025/en?eventident=20025&semester=20234
Linguistic Typology,7.5,Stockholm University,Varied,Open for late application,14375,14375,Autumn 2023 Period 2,30 Oct - 14 Jan,Master's,English,SU-20071,"Course, Distance",0,Half-time,Daytime,Varied,Linguistics,Humanities,,https://sisu.it.su.se/search/info/LIM025/en?eventident=20071&semester=20234
"Linguistics: Cognitive Semantics: Language, mind and meaning",7.5,Umeå University,Varied,Open for late application,11625,11625,Autumn 2023 Period 2,30 Oct - 14 Jan,Master's,English,UMU-17502,"Course, Distance",0,Half-time,Mixed-time,Varied,"Languages, Linguistics",Humanities | Languages,,http://www.umu.se/english/education/courses-and-programmes/course?code=1LI086
Literary Analysis,10,Stockholm University,Stockholm,Open for late application,15000,15000,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,Spanish,SU-07016,"Course, On-campus",,One-quarter-time,Daytime,Stockholm,Spanish,Languages,,https://sisu.it.su.se/search/info/ES2301/en?eventident=07016&semester=20234
Literary Writing in Exile,7.5,University of Gothenburg,Varied,Closed for late application,36125,36125,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,GU-15009,"Course, Distance",0,One-quarter-time,Daytime,Varied,"Arts, Design and Media",Arts | Design and Media,,https://www.gu.se/en/study-gothenburg/FKGSKE
Literature and Aesthetics at the Turn of the Twentieth Century,7.5,University of Gothenburg,Göteborg,Open for late application,11125,11125,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,GU-13951,"Course, On-campus",,Half-time,Daytime,Göteborg,Languages,Languages,,https://www.gu.se/en/study-gothenburg/SPL290
Literature and Aesthetics at the Turn of the Twentieth Century,7.5,University of Gothenburg,Varied,Open for late application,11125,11125,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,GU-13952,"Course, Distance",0,Half-time,Mixed-time,Varied,Languages,Languages,,https://www.gu.se/en/study-gothenburg/SPL290
"Literature and the North: representations, expectations, negotiations",7.5,Stockholm University,Varied,Cancelled,11250,11250,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,Swedish,SU-07097,"Course, Distance",0,Half-time,Daytime,Varied,Comparative Literature,Humanities,,https://sisu.it.su.se/search/info/RS2021/en?eventident=07097&semester=20234
"Literature and the North: representations, expectations, negotiations",7.5,Stockholm University,Varied,Cancelled,11250,11250,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,Swedish,SU-07899,"Course, Distance",0,Half-time,Daytime,Varied,Comparative Literature,Humanities,,https://sisu.it.su.se/search/info/RS2021/en?eventident=07899&semester=20234
Literature and Theory,7.5,Dalarna University,Falun,Closed for late application,10875,10875,Autumn 2023 Period 1,28 Aug - 5 Nov,Bachelor's,English,HDA-H3FLA,"Course, Distance",7,Half-time,Daytime,Falun,English,Languages,,http://www.du.se/redirect/course.aspx?language=en&code=EN2025&applicationcode=H3FLA
Literature from the French speaking world,7.5,Linnaeus University (Kalmar Växjö),Varied,Closed for late application,13700,13700,Autumn 2023 Period 1,28 Aug - 12 Nov,Bachelor's,French,LNU-F2001,"Course, Distance",0,Half-time,Mixed-time,Varied,"Comparative Literature, French, Languages",Humanities | Languages,,https://lnu.se/en/course/2FR303/20232/F2001
Literature in English,12,Dalarna University,Falun,Open for late application,17400,17400,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,HDA-H3FKU,"Course, On-campus",,Half-time,Daytime,Falun,"English, Languages",Languages,,http://www.du.se/redirect/course.aspx?language=en&code=GEN2VE&applicationcode=H3FKU
Literature in English,12,Dalarna University,Falun,Open for late application,17400,17400,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,HDA-H3FKV,"Course, Distance",15,Half-time,Daytime,Falun,"English, Languages",Languages,,http://www.du.se/redirect/course.aspx?language=en&code=GEN2VE&applicationcode=H3FKV
Literature in German,7.5,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,13700,13700,Autumn 2023 Period 1,28 Aug - 3 Dec,Bachelor's,German,LNU-F2003,"Course, On-campus",,Half-time,Daytime,Växjö,"Comparative Literature, German, Languages",Humanities | Languages,,https://lnu.se/en/course/2TY123/20232/F2003
Lithuanian I,30,Stockholm University,Stockholm,Closed for late application,62500,62500,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,SU-25071,"Course, On-campus",,Full-time,Mixed-time,Stockholm,Lithuanian,Languages,,https://sisu.it.su.se/search/info/BAL216/en?eventident=25071&semester=20234
Lithuanian III,30,Stockholm University,Stockholm,Closed for late application,62500,62500,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,SU-25074,"Course, On-campus",,Full-time,Mixed-time,Stockholm,Lithuanian,Languages,,https://sisu.it.su.se/search/info/BAL235/en?eventident=25074&semester=20234
Lithuanian Language Proficiency I,7.5,Stockholm University,Varied,Closed for late application,15625,15625,Autumn 2023 Period 1,25 Sept - 3 Dec,Bachelor's,English,SU-25070,"Course, Distance",0,Half-time,No teaching,Varied,Lithuanian,Languages,,https://sisu.it.su.se/search/info/BA2161/en?eventident=25070&semester=20234
Lithuanian Language Proficiency II,7.5,Stockholm University,Varied,Closed for late application,15625,15625,Autumn 2023 Period 1,25 Sept - 3 Dec,Bachelor's,English,SU-25088,"Course, Distance",0,Half-time,No teaching,Varied,Lithuanian,Languages,,https://sisu.it.su.se/search/info/BA2162/en?eventident=25088&semester=20234
Lithuanian Language Proficiency III,7.5,Stockholm University,Varied,Closed for late application,15625,15625,Autumn 2023 Period 1,25 Sept - 3 Dec,Bachelor's,English,SU-25075,"Course, Distance",0,Half-time,Mixed-time,Varied,Lithuanian,Languages,,https://sisu.it.su.se/search/info/BA2163/en?eventident=25075&semester=20234
Lithuanian Language Proficiency IV,7.5,Stockholm University,Varied,Closed for late application,15625,15625,Autumn 2023 Period 1,25 Sept - 3 Dec,Bachelor's,English,SU-25076,"Course, Distance",0,Half-time,Mixed-time,Varied,Lithuanian,Languages,,https://sisu.it.su.se/search/info/BA2164/en?eventident=25076&semester=20234
Liturgics and Liturgical Theology,7.5,University College Stockholm,Södertälje,Open for late application,10000,10000,Autumn 2023 Period 2,6 Nov - 14 Jan,Master's,English,EHS-OL410,"Course, On-campus",,Half-time,Daytime,Södertälje,Religious Studies,Religious Studies,,https://ehs.se/kurser/ht-2023-2024-liturgics-and-liturgical-theology-5ol410/?preview=true
"Liturgics and Liturgical Theology, Distance Education",7.5,University College Stockholm,Södertälje,Open for late application,5000,5000,Autumn 2023 Period 2,6 Nov - 14 Jan,Master's,English,EHS-OL420,"Course, Distance",,Half-time,Mixed-time,Södertälje,Religious Studies,Religious Studies,,https://ehs.se/kurser/ht-2023-2024-liturgics-and-liturgical-theology-distance-education-5ol420/?preview=true
Local Innovation Interdisciplinary Innovation Processes in Theory and Practice,30,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,73000,73000,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,LNU-F2081,"Course, On-campus",,Full-time,Daytime,Växjö,"Mechanical Engineering, Technology",Technology,,https://lnu.se/en/course/4TS346/20232/F2081
Local Innovation - Interdisciplinary Innovation Processes in Theory and Practice,30,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,73000,73000,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,LNU-F2080,"Course, On-campus",,Full-time,Daytime,Växjö,"Arts, Design and Media",Arts | Design and Media,,https://lnu.se/en/course/4DI712/20232/F2080
Logic and Argumentation,7.5,Newmaninstitutet,Uppsala,Closed for late application,12500,12500,Autumn 2023 Period 2,6 Nov - 14 Jan,Bachelor's,English,NMI-D0126,"Course, Distance",2,Half-time,Daytime,Uppsala,Humanities,Humanities,,https://newman.se/kurser-ht-2023/#logic-and-argumentation
Logic and Argumentation,7.5,Newmaninstitutet,Uppsala,Closed for late application,Information not available,12500,Autumn 2023 Period 2,6 Nov - 14 Jan,Bachelor's,English,NMI-L0126,"Course, On-campus",,Half-time,Daytime,Uppsala,Humanities,Humanities,,https://newman.se/kurser-ht-2023/#logic-and-argumentation
Logic II,7.5,Stockholm University,Stockholm,Open for late application,17500,17500,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,SU-48196,"Course, On-campus",,One-quarter-time,Daytime,Stockholm,Mathematics,Mathematics,,https://sisu.it.su.se/search/info/MM7022/en?eventident=48196&semester=20234
Logic in Computer Science,7.5,University of Gothenburg,Göteborg,Closed and will not be opened for late application,18625,18625,Autumn 2023 Period 1,28 Aug - 29 Oct,Master's,English,GU-18678,"Course, On-campus",,Half-time,Daytime,Göteborg,Mathematics,Mathematics,,https://www.gu.se/en/study-gothenburg/DIT203
Logic of Social Inquiry,7.5,Linköping University,Norrköping,Closed for late application,8745,8745,Autumn 2023 Period 1,21 Aug - 29 Oct,Master's,English,LIU-46003,"Course, On-campus",,Half-time,Daytime,Norrköping,"Business Administration and Economics, Computer Science, Computer Science and Engineering, Social Science and Behavioural Science, Sociology",Computer Science and Engineering | Business Administration and Economics | Social Science and Behavioural Science,,https://liu.se/en/education/course/771A12
"Logic, Games and Automata",7.5,University of Gothenburg,Göteborg,Open for late application,17500,17500,Autumn 2023 Period 2,30 Oct - 14 Jan,Master's,English,GU-12496,"Course, On-campus",,Half-time,Daytime,Göteborg,Logic,Mathematics,,https://www.gu.se/en/study-gothenburg/LOG290
"Logic, Master's Programme",120,University of Gothenburg,Göteborg,Closed for late application,70000,280000,Autumn 2023 Period 1,,Master's,English,GU-6A24A,"Programme, On-campus",,Full-time,Daytime,Göteborg,Logic,Mathematics,28 Aug,https://www.gu.se/en/study-gothenburg/H2LOG
"Logic, Master's Programme",120,University of Gothenburg,Göteborg,Open for late application,70000,280000,Autumn 2023 Period 1,,Master's,English,GU-1A24A,"Programme, On-campus",,Full-time,Daytime,Göteborg,Logic,Mathematics,28 Aug,https://www.gu.se/en/study-gothenburg/H2LOG
Logical theory,15,University of Gothenburg,Göteborg,Open for late application,35000,35000,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,GU-12479,"Course, On-campus",,Half-time,Daytime,Göteborg,Logic,Mathematics,,https://www.gu.se/en/study-gothenburg/LOG111
Low-Energy HVAC Systems,5,Dalarna University,Borlänge,Open for late application,11250,11250,Autumn 2023 Period 2,6 Nov - 14 Jan,Master's,English,HDA-H3FPC,"Course, On-campus",,One-quarter-time,Daytime,Borlänge,"Natural Science, Technology",Technology | Natural Science,,http://www.du.se/redirect/course.aspx?language=en&code=ABY22V&applicationcode=H3FPC
"Lärande och Ledarskap, Msc Progr",120,Chalmers University of Technology,Göteborg,Closed for late application,80000,320000,Autumn 2023 Period 1,,Master's,Swedish,CTH-40009,"Programme, On-campus",,Full-time,Daytime,Göteborg,"Chemistry, Education/Educational Sciences/Didactics, Mathematics , Physics, Technology",Education/Educational Sciences/Didactics | Technology | Natural Science | Mathematics,28 Aug,https://www.chalmers.se/utbildning/hitta-program/larande-och-ledarskap-masterprogram/
Machine Design B,15,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,38600,38600,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,LNU-F2024,"Course, On-campus",,Half-time,Daytime,Växjö,Mechanical Engineering,Technology,,https://lnu.se/en/course/2MT340/20232/F2024
Machine learning,7.5,Stockholm University,Stockholm,Closed for late application,15000,15000,Autumn 2023 Period 2,30 Oct - 3 Dec,Master's,English,SU-39915,"Course, On-campus",,Full-time,Daytime,Stockholm,Statistics,Social Science and Behavioural Science | Mathematics,,https://sisu.it.su.se/search/info/ST5401/en?eventident=39915&semester=20234
Machine learning,7.5,Stockholm University,Stockholm,Open for late application,15000,15000,Autumn 2023 Period 2,30 Oct - 3 Dec,Master's,English,SU-39934,"Course, On-campus",,Full-time,Daytime,Stockholm,Statistics,Social Science and Behavioural Science | Mathematics,,https://sisu.it.su.se/search/info/ST5401/en?eventident=39934&semester=20234
Machine Learning for Social Science,7.5,Linköping University,Norrköping,Open for late application,14498,14498,Autumn 2023 Period 1,25 Sept - 29 Oct,Master's,English,LIU-46034,"Course, On-campus",,Full-time,Daytime,Norrköping,"Business Administration and Economics, Computer Science, Computer Science and Engineering, Social Science and Behavioural Science, Sociology",Computer Science and Engineering | Business Administration and Economics | Social Science and Behavioural Science,,https://liu.se/en/education/course/771A42
Machine learning for statistical NLP: advanced,7.5,University of Gothenburg,Varied,Open for late application,17500,17500,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,GU-12445,"Course, Distance",0,Half-time,Daytime,Varied,Computer Linguistics,Humanities | Computer Science and Engineering,,https://www.gu.se/en/study-gothenburg/LT2326
Machine learning for statistical NLP: advanced,7.5,University of Gothenburg,Göteborg,Open for late application,17500,17500,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,GU-12550,"Course, On-campus",,Half-time,Daytime,Göteborg,Computer Linguistics,Humanities | Computer Science and Engineering,,https://www.gu.se/en/study-gothenburg/LT2326
Machine learning for statistical NLP: advanced,7.5,University of Gothenburg,Varied,Open for late application,17500,17500,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,GU-12551,"Course, Distance",0,Half-time,Daytime,Varied,Computer Linguistics,Humanities | Computer Science and Engineering,,https://www.gu.se/en/study-gothenburg/LT2926
Machine Learning in Biotechnology,7.5,KTH Royal Institute of Technology,Solna,Open for late application,19375,19375,Autumn 2023 Period 1,28 Aug - 29 Oct,Master's,English,KTH-10142,"Course, Distance",0,Half-time,Daytime,Solna,Biotechnology,Technology | Natural Science,,https://www.kth.se/student/kurser/kurs/CB206V?startterm=20232&l=en
